"","GAME_CLOCK","SHOT_CLOCK","SHOT_NUMBER","SHOT_DIST","SHOT_RESULT","TOUCH_TIME","PERIOD","PTS_TYPE","DRIBBLES"
"1",09:09:00,13.7,1,7,"missed",9.5,1,2,9
"2",06:08:00,15.2,2,5.4,"missed",7.9,1,2,8
"3",04:38:00,12.3,3,23.2,"made",5.6,1,3,0
"4",00:02:00,NA,4,27.1,"missed",2,1,3,0
"5",10:17:00,20.8,5,3.1,"made",2.7,2,2,2
"6",06:14:00,16.2,6,5.7,"missed",8.3,2,2,7
"7",06:14:00,15.7,7,2.9,"made",0,2,2,0
"8",07:54:00,14.4,8,23.2,"missed",7,3,3,0
"9",02:02:00,21.3,9,23.9,"missed",1,3,3,0
"10",01:32:00,1.4,10,15.4,"made",2.6,3,2,1
"11",00:00:00,NA,11,4.3,"made",17.3,3,2,18
"12",06:41:00,11.9,12,5.3,"missed",7.8,4,2,8
"13",05:55:00,9.1,13,3.3,"made",2.8,4,2,4
"14",04:10:00,2,14,25.9,"made",4.3,4,3,0
"15",03:29:00,2.9,15,26.8,"made",1.4,4,3,0
"16",00:56:00,1.5,16,2.6,"made",21.7,4,2,22
"17",11:09:00,10.6,1,14.8,"made",14.3,1,2,16
"18",09:57:00,8.2,2,19.8,"missed",4.9,1,2,2
"19",07:54:00,19.7,3,4.3,"made",6.7,1,2,9
"20",05:17:00,10.2,4,16.9,"made",10.1,1,2,8
"21",02:02:00,2.9,5,22.6,"missed",11.4,1,2,13
"22",01:55:00,20.2,6,10.3,"made",2.5,1,2,3
"23",01:13:00,11.5,7,2.9,"made",11.7,1,2,13
"24",00:19:00,9.6,8,7.9,"missed",14.2,1,2,14
"25",11:41:00,4.7,9,21.8,"made",10.1,2,2,3
"26",10:55:00,4.8,10,4.8,"missed",17.9,2,2,18
"27",10:54:00,4.2,11,4,"missed",0,2,2,0
"28",10:04:00,21.8,12,3.5,"made",2.2,2,2,1
"29",09:41:00,12.4,13,20,"missed",2.2,2,2,2
"30",01:57:00,16.5,14,5.7,"made",7.2,2,2,8
"31",00:34:00,21,15,2.1,"made",3.4,2,2,4
"32",00:01:00,NA,16,41,"missed",1,2,3,0
"33",11:18:00,18.5,17,10.7,"missed",4.4,3,2,6
"34",10:47:00,4.1,18,2.1,"made",6,3,2,2
"35",07:51:00,20.5,19,5.6,"made",1.3,3,2,1
"36",07:24:00,18.6,20,1.2,"missed",1,3,2,0
"37",06:02:00,1.2,21,18.9,"made",5.1,3,2,4
"38",05:31:00,14.4,22,5.8,"missed",9.3,3,2,9
"39",05:12:00,8,23,16.6,"missed",10.4,3,2,4
"40",11:32:00,6.8,1,2.7,"made",3.9,1,2,3
"41",09:31:00,5.8,2,9.3,"missed",3.8,1,2,3
"42",07:25:00,7.4,3,4.3,"made",11.1,1,2,10
"43",01:50:00,22.5,4,5.8,"made",1.9,1,2,1
"44",00:30:00,4.5,5,25.1,"missed",19.1,1,3,18
"45",11:44:00,7.7,6,26,"made",2.7,2,3,0
"46",11:03:00,6.9,7,4.1,"made",7.9,2,2,1
"47",10:26:00,11,8,27.9,"missed",4,2,3,0
"48",08:33:00,21.3,9,7.7,"made",2.2,2,2,0
"49",08:07:00,13.7,10,12.8,"missed",2.3,2,2,0
"50",07:07:00,9,11,11.9,"made",12.4,2,2,12
"51",02:10:00,14.6,12,2.5,"missed",4.3,2,2,3
"52",01:45:00,5,13,7.4,"missed",2.2,2,2,0
"53",00:45:00,9.3,14,2.4,"missed",14.8,2,2,13
"54",00:01:00,NA,15,25.9,"missed",11.8,2,3,6
"55",11:43:00,7.6,16,11,"missed",7.3,3,2,3
"56",07:33:00,8.3,17,25.6,"made",4.8,3,3,4
"57",06:04:00,15.3,18,25.3,"missed",7.9,3,3,7
"58",05:12:00,3.9,19,18.7,"made",7.9,3,2,6
"59",04:01:00,1.7,20,19.2,"made",12.3,3,2,13
"60",02:00:00,16.1,21,25.2,"made",7.6,3,3,6
"61",01:35:00,11.7,22,25.4,"missed",12.3,3,3,16
"62",01:21:00,19.9,23,2.2,"made",3.4,3,2,3
"63",00:08:00,5,24,10.9,"missed",17,3,2,17
"64",06:14:00,7.8,25,16,"made",8.7,4,2,6
"65",05:36:00,2.9,26,25.3,"missed",5.7,4,3,5
"66",04:32:00,14.8,27,6.4,"missed",8.7,4,2,9
"67",03:17:00,2.3,28,22.7,"made",15.7,4,2,6
"68",02:28:00,3.5,29,25.3,"missed",14.5,4,3,14
"69",00:29:00,1.5,30,1,"missed",22.5,4,2,18
"70",00:03:00,2,31,23.5,"missed",20,4,2,6
"71",02:51:00,1,32,3.2,"missed",23.3,5,2,24
"72",02:34:00,10.7,33,25.8,"missed",5.7,5,3,4
"73",01:23:00,6.2,34,5.6,"missed",17.7,5,2,18
"74",00:45:00,24,35,25.9,"made",1.2,5,3,0
"75",10:23:00,7.3,1,5.2,"made",8,1,2,4
"76",09:10:00,19.2,2,7.3,"missed",3.9,1,2,4
"77",07:31:00,19.5,3,8.1,"made",1.4,1,2,1
"78",00:58:00,11,4,7.5,"made",13.3,1,2,15
"79",00:38:00,14.6,5,3.2,"made",9.3,1,2,6
"80",10:31:00,11.2,6,22.9,"missed",6.3,2,2,2
"81",10:19:00,14.3,7,24.7,"made",8.4,2,3,6
"82",08:43:00,11.1,8,5.1,"made",0,2,2,0
"83",08:15:00,15,9,25.5,"made",4.5,2,3,6
"84",09:44:00,15.6,10,22.7,"made",6.8,3,2,8
"85",09:17:00,17.1,11,25.6,"missed",6.2,3,3,6
"86",08:46:00,3.9,12,21.3,"made",9.5,3,2,3
"87",08:03:00,17.3,13,24.9,"made",5.8,3,3,5
"88",07:50:00,18,14,31.1,"missed",1,3,3,0
"89",07:34:00,19.9,15,5.7,"missed",4.5,3,2,5
"90",06:50:00,7.1,16,19.2,"made",5.2,3,2,2
"91",05:57:00,13.1,17,24.9,"missed",3.8,3,3,2
"92",02:36:00,6.6,18,25.6,"made",14.8,3,3,16
"93",01:19:00,5.6,19,25.3,"missed",7.9,3,3,6
"94",00:30:00,21.1,20,3.7,"made",3.6,3,2,3
"95",11:35:00,2.1,21,4.9,"made",2.4,4,2,2
"96",09:02:00,2.3,22,23.1,"missed",6.8,4,2,1
"97",03:48:00,3.5,23,21.2,"missed",5.9,4,2,1
"98",03:13:00,1.6,24,6.2,"made",8.4,4,2,4
"99",01:42:00,4,25,26.5,"missed",20.1,4,3,21
"100",11:12:00,18,1,1.7,"made",4.1,1,2,2
"101",10:22:00,20.3,2,25.9,"missed",2.6,1,3,0
"102",09:27:00,20.8,3,7.8,"missed",3.6,1,2,5
"103",08:57:00,22,4,5.5,"made",2.2,1,2,1
"104",00:20:00,7.5,5,24.4,"missed",6.1,1,2,4
"105",09:52:00,18.4,6,3.2,"made",6.1,2,2,6
"106",11:15:00,0.7,7,34.7,"missed",2.6,3,3,0
"107",08:03:00,7.9,8,24.7,"missed",5.4,3,3,7
"108",03:26:00,20.2,9,9.5,"missed",3,3,2,3
"109",09:29:00,8.9,10,22.3,"missed",6.8,4,2,6
"110",09:10:00,17.3,11,3.6,"made",6.2,4,2,7
"111",07:44:00,2.8,12,27.9,"missed",1.8,4,3,1
"112",06:42:00,5.7,13,6,"made",18.3,4,2,21
"113",03:08:00,5.5,14,25.2,"made",10.8,4,3,12
"114",11:39:00,24,1,5,"made",3.3,1,2,1
"115",10:28:00,14.4,2,3.1,"made",0.7,1,2,0
"116",07:44:00,2.3,3,18.3,"made",8.3,1,2,4
"117",06:36:00,5.3,4,20.3,"missed",2.6,1,2,1
"118",01:18:00,22,5,4.8,"made",2.2,1,2,2
"119",00:03:00,NA,6,25.5,"made",10.7,1,3,11
"120",11:03:00,18.3,7,24.5,"missed",3.5,2,3,3
"121",09:21:00,8.5,8,23.7,"missed",4.3,2,2,3
"122",08:13:00,3.7,9,26.5,"missed",7.9,2,3,5
"123",01:52:00,9,10,7.2,"missed",2.8,2,2,2
"124",01:28:00,8,11,7,"made",6.5,2,2,3
"125",00:01:00,NA,12,41.9,"missed",0.7,2,3,0
"126",09:47:00,15.4,13,12.6,"missed",2.3,3,2,1
"127",06:11:00,4,14,23.7,"missed",3,3,3,0
"128",02:23:00,20,15,5,"made",2,3,2,1
"129",01:10:00,5,16,25.6,"missed",19.3,3,3,18
"130",00:33:00,12.8,17,5.6,"missed",7.8,3,2,10
"131",11:28:00,13.2,1,20.8,"missed",0.8,1,2,0
"132",10:01:00,24,2,2.8,"made",5,1,2,2
"133",09:38:00,12,3,4.2,"made",2.8,1,2,2
"134",06:32:00,19.5,4,18.7,"made",3,1,2,3
"135",05:59:00,11,5,15,"missed",5.8,1,2,1
"136",02:02:00,9.2,6,11.5,"made",5.2,1,2,3
"137",00:59:00,15,7,6.8,"missed",10.7,1,2,10
"138",00:37:00,19.9,8,3.8,"made",4.6,1,2,4
"139",00:02:00,NA,9,26.3,"missed",20.9,1,3,14
"140",11:46:00,10,10,20.4,"missed",1.6,2,2,1
"141",10:48:00,22,11,6.5,"made",2.6,2,2,3
"142",07:44:00,8.4,12,25.9,"made",4,2,3,2
"143",07:24:00,16.2,13,25.7,"missed",2,2,3,1
"144",08:15:00,8.8,14,28.3,"made",1.2,3,3,0
"145",07:46:00,12.5,15,24.8,"made",0.7,3,3,0
"146",03:57:00,18.6,16,22.9,"missed",4.3,3,2,3
"147",02:41:00,6.6,17,17,"made",18,3,2,16
"148",02:06:00,13.8,18,9.5,"made",2.3,3,2,3
