"","SHOT_CLOCK","SHOT_NUMBER","SHOT_DIST","SHOT_RESULT","TOUCH_TIME","PERIOD","PTS_TYPE","DRIBBLES","CLOSE_DEF_DIST"
"770",6.4,6,19.5,"missed",7.5,1,2,6,2.9
"771",10.7,7,25.2,"made",13.6,1,3,12,6.6
"772",1,8,6.2,"made",11,1,2,13,2.4
"773",15.1,9,7.7,"missed",9.5,1,2,9,0.4
"774",4.4,10,10.4,"missed",13,1,2,11,3.3
"775",9.7,11,24.9,"made",10.4,2,3,12,5.4
"776",20.5,12,24.2,"missed",3.4,2,3,3,5.3
"777",10,13,24.3,"missed",13.7,2,3,15,10.9
"778",20.4,14,15.9,"made",0.9,3,2,1,2.7
"779",5.2,15,26.1,"missed",1,3,3,0,8.1
"780",8.9,16,24.5,"missed",3.4,3,3,3,6.7
"781",20.8,17,4.9,"made",0.9,3,2,0,3.9
"782",12.5,18,4.1,"missed",11.8,3,2,15,1.4
"783",10.2,19,10.2,"missed",7.1,4,2,5,3.9
"784",4.8,20,23.3,"missed",4,4,2,3,3
"785",16.9,21,4.7,"missed",5.7,4,2,5,2.9
"786",14.7,1,25,"made",3,1,3,1,5.9
"787",9.7,2,15.1,"missed",4.3,1,2,3,4.5
"788",19.1,3,25.2,"made",6.2,1,3,6,4.1
"789",20.2,4,1.6,"made",1.7,1,2,1,4
"790",16.8,5,21.6,"missed",5.6,1,2,5,5
"791",0.2,6,19.5,"missed",9.6,2,2,5,1.1
"792",8.1,7,21.4,"missed",3.4,2,2,0,4.9
"793",13.2,8,3.9,"missed",2.8,2,2,3,3.5
"794",7.8,9,1,"made",4.6,2,2,2,3.3
"795",5.2,10,25,"missed",6.8,2,3,8,4.2
"796",12.5,11,9.6,"missed",9.6,3,2,9,2.2
"797",7.4,12,13.6,"missed",17.1,3,2,19,5
"798",6,13,3,"made",9.4,3,2,11,2
"799",14.2,14,6.6,"missed",9.9,4,2,13,2.3
"800",14.9,15,1.6,"missed",0,4,2,0,1.5
"801",4.3,16,5.9,"missed",3.3,4,2,3,3
"802",12,17,6.4,"made",11.5,4,2,14,1.6
"803",21.3,1,5.7,"missed",3.9,1,2,3,1.3
"804",5.8,2,18.4,"missed",8.8,1,2,2,4.2
"805",10.9,3,25.1,"missed",0.8,1,3,0,5.6
"806",14.4,4,18.9,"missed",6.7,1,2,11,5.5
"807",10.9,5,5.9,"missed",2.8,1,2,2,2.1
"808",22,6,2.4,"made",3.1,1,2,2,6.1
"809",5,7,1.8,"made",6.9,2,2,3,0.7
"810",22.3,8,4.5,"made",0.7,2,2,1,2.1
"811",7.6,9,25.2,"missed",15.7,2,3,16,6
"812",11.9,10,25.4,"made",2.1,3,3,2,4.7
"813",5,11,7.2,"made",6.2,3,2,6,3.2
"814",13.8,12,20.2,"made",6.9,3,2,3,5.4
"815",14.9,13,20,"missed",9.4,3,2,12,3.7
"816",1,14,8.8,"missed",10.1,4,2,6,2.8
"817",14.3,15,25.1,"missed",1.2,4,3,0,5.5
"818",16.7,16,2.8,"made",7.6,4,2,9,2.8
"819",18.3,17,4,"made",5.7,4,2,6,2.1
